noise,acc,wilson_lo,wilson_hi
0.0,0.31,0.260342665745168,0.3644618376539715
0.1,0.31666666666666665,0.2666274830211129,0.37134177464472345
0.2,0.2833333333333333,0.23533002872803954,0.33681545760431253
0.3,0.30333333333333334,0.25407027929306525,0.35756946983937743
