model,true_alpha,est_alpha,true_lambda,est_lambda,true_beta,est_beta,true_len_cost,est_len_cost
RSA,6.0,2.0,0.15,0.25,,,,
AIF,,,,,0.16666666666666666,0.5,0.15,0.25
