entropy,rt_ms
-0.0,777.4791152812488
-0.0,652.731433886506
-0.0,971.9453392173397
-0.0,788.9718003131451
0.0004917300728203046,875.6905930134202
0.15917361894677945,816.4838127863193
-0.0,735.9830607496765
-0.0,783.8165139115185
5.320964561272332e-247,820.6977268995365
-0.0,714.2214540541929
-0.0,720.1039268046203
-0.0,795.090161975863
-0.0,795.0871811155189
-0.0,739.9199335113963
1.4521554176108846e-94,956.3206552694322
-0.0,732.2749188965211
-0.0,612.8448822124005
0.22027698200307744,903.0882852305583
-0.0,919.7978722882142
-0.0,1028.9875937036663
-0.0,840.798670599228
-0.0,810.3630267524812
-0.0,805.6090276231603
-0.0,824.3208699291176
-0.0,816.5039852702586
-0.0,966.2778872554169
-0.0,840.2624198709799
-0.0,616.1629528412936
6.174219819602485e-252,838.096209718914
-0.0,920.8482583199124
-0.0,739.4759658339768
1.2529043041174008e-202,698.4111774930436
-0.0,721.5353745688483
-0.0,804.3222735706061
-0.0,800.2483388430721
-0.0,754.2638867739163
-0.0,771.1341875297443
-0.0,705.6303319968399
-0.0,757.6300591174507
-0.0,919.8135948654236
-0.0,695.5308837145087
1.3296011553740028e-29,795.737301634225
-0.0,820.7017068890189
-0.0,815.9811653928989
-0.0,793.770559923235
-0.0,789.279566117047
-0.0,751.3038945759563
-0.0,812.7185955912689
-0.0,709.2917611411392
-0.0,758.167741265476
-0.0,835.5032523520572
-0.0,685.7889695239772
-0.0,843.5732620621793
-0.0,917.0222872592667
