acc,ll,bic,A1_vocab_cap,A2_len_norm,A3_state_cost_amp,A4_beta_drift,A5_noise,A6_rare_df
0.888447865253857,-19596.903661271874,61343.081546983936,0.5,False,0.0,const,0.0,5
0.3946260311324336,-264792.97958405927,615179.2257117683,1.0,False,1.0,const,0.1,2
0.393469782211024,-192214.09941569704,427313.7439710482,0.5,True,1.0,linear,0.0,2
0.8924861077554965,-20430.326954958324,84981.37862313843,1.0,True,0.0,linear,0.1,5
0.8924343354157319,-19187.345776992057,81260.23669363829,0.5,True,0.0,const,0.1,2
0.3934352673178476,-269391.0461574002,582902.8170280221,1.0,True,1.0,const,0.0,5
0.3937976736961999,-192491.9309929723,407133.1362103848,0.5,False,1.0,linear,0.1,5
0.8864977737893902,-20735.434994778323,127064.13653320642,1.0,False,0.0,linear,0.0,2
