alpha,Accuracy,Acc_CI_L,Acc_CI_U,LogLik,Length,Entropy,IG,Trials
0.25,0.33279029901402457,0.3320901819791889,0.33349115507182175,-1.0986122886680403,2.7404997756531944,1.0986122886680403,2.220446049250313e-16,1738380
0.125,0.33279029901402457,0.3320901819791889,0.33349115507182175,-1.0986122886680403,2.7404997756531944,1.0986122886680403,2.220446049250313e-16,1738380
0.0625,0.33279029901402457,0.3320901819791889,0.33349115507182175,-1.0986122886680403,2.7404997756531944,1.0986122886680403,0.0,1738380
